"ID of sink","sink","URL for sink","ID of source","source","URL for source","ID of sink","sink","URL for sink","col3","ID of regexp","regexp","URL for regexp","col5","ID of col6","col6","URL for col6","col7"
31,"command","file:///tmp/GitClone/ugs-core/src/com/willwinder/universalgcodesender/MacroHelper.java:116:42:116:48",0,"macro : Macro","file:///tmp/GitClone/ugs-pendant/src/main/java/com/willwinder/universalgcodesender/pendantui/v1/resources/MacrosResource.java:47:30:47:40",31,"command","file:///tmp/GitClone/ugs-core/src/com/willwinder/universalgcodesender/MacroHelper.java:116:42:116:48","This $@ that depends on $@ may run slow on strings starting with '{prompt|' and with many repetitions of '{prompt||'.",802,"[^\}]+","file:///tmp/GitClone/ugs-core/src/com/willwinder/universalgcodesender/MacroHelper.java:46:79:46:85","regular expression",268940,"macro","file:///tmp/GitClone/ugs-pendant/src/main/java/com/willwinder/universalgcodesender/pendantui/v1/resources/MacrosResource.java:47:30:47:40","a user-provided value"
