"ID of sink","sink","URL for sink","ID of source","source","URL for source","ID of sink","sink","URL for sink","col3","ID of regexp","regexp","URL for regexp","col5","ID of col6","col6","URL for col6","col7"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",1,"connectorConfig : Map","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorPluginsResource.java:75:9:75:49",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974659,"connectorConfig","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorPluginsResource.java:75:9:75:49","a user-provided value"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",2,"connector : String","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:333:29:333:74",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974687,"connector","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:333:29:333:74","a user-provided value"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",3,"connector : String","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:295:37:295:76",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974701,"connector","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:295:37:295:76","a user-provided value"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",4,"connector : String","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:288:36:288:75",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974702,"connector","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:288:36:288:75","a user-provided value"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",5,"connector : String","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:238:40:238:85",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974709,"connector","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:238:40:238:85","a user-provided value"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",6,"connectorConfig : Map","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:241:40:241:80",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974712,"connectorConfig","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:241:40:241:80","a user-provided value"
544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84",7,"createRequest : CreateConnectorRequest","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:155:37:155:78",544,"trimmed","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:721:78:721:84","This $@ that depends on $@ may run slow on strings with many repetitions of ' '.",2288,"\s*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java:80:75:80:78","regular expression",1974728,"createRequest","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:155:37:155:78","a user-provided value"
545,"address","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:521:53:521:59",1,"connectorConfig : Map","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorPluginsResource.java:75:9:75:49",545,"address","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:521:53:521:59","This $@ that depends on $@ may run slow on strings with many repetitions of '%'.",2330,"[0-9a-zA-Z\-%._:]*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:88:79:88:97","regular expression",1974659,"connectorConfig","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorPluginsResource.java:75:9:75:49","a user-provided value"
545,"address","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:521:53:521:59",6,"connectorConfig : Map","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:241:40:241:80",545,"address","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:521:53:521:59","This $@ that depends on $@ may run slow on strings with many repetitions of '%'.",2330,"[0-9a-zA-Z\-%._:]*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:88:79:88:97","regular expression",1974712,"connectorConfig","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:241:40:241:80","a user-provided value"
545,"address","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:521:53:521:59",7,"createRequest : CreateConnectorRequest","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:155:37:155:78",545,"address","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:521:53:521:59","This $@ that depends on $@ may run slow on strings with many repetitions of '%'.",2330,"[0-9a-zA-Z\-%._:]*","file:///tmp/GitClone/clients/src/main/java/org/apache/kafka/common/utils/Utils.java:88:79:88:97","regular expression",1974728,"createRequest","file:///tmp/GitClone/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java:155:37:155:78","a user-provided value"
