"ID of error","error","URL for error","msg"
128706,"7","file:///tmp/GitClone/c062-sizeof字符串指针/main.c:20:34:20:34","Potential buffer-overflow: 'str1' has size 1 not 7."
128897,"16","file:///tmp/GitClone/c062-sizeof字符串指针/main.c:31:34:31:35","Potential buffer-overflow: 'str2' has size 8 not 16."
