"ID of error","error","URL for error","msg"
5883321,"32768","file:///tmp/GitClone/util/MovingTarget/mMovingTarget.c:2149:22:2149:27","Potential buffer-overflow: 'line' has size 1024 not 32768."
5977376,"32768","file:///tmp/GitClone/util/Search/mSearch.c:1993:22:1993:27","Potential buffer-overflow: 'line' has size 1024 not 32768."
