"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
2370794,"call to method DeserializeObject<DocumentContent>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/CdmFolder/DocumentPersistence.cs:128:23:128:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2379856,"call to method DeserializeObject<ManifestContent>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/CdmFolder/ManifestPersistence.cs:184:27:184:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2417455,"call to method DeserializeObject<Model>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/ModelJson/ManifestPersistence.cs:207:23:207:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2436560,"call to method DeserializeObject<SymsDatabasesResponse>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:221:59:221:120","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2436697,"call to method DeserializeObject<TableEntity>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:232:45:232:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2436816,"call to method DeserializeObject<Model>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:248:103:248:148","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2436860,"call to method DeserializeObject<DocumentContent>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:252:143:252:264","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2438471,"call to method DeserializeObject<DatabaseEntity>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:537:34:537:109","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2438619,"call to method DeserializeObject<SymsTableResponse>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:554:38:554:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2438757,"call to method DeserializeObject<SymsRelationshipResponse>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:557:52:557:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2438802,"call to method DeserializeObject<TableEntity>","file:///tmp/GitClone/objectModel/CSharp/Microsoft.CommonDataModel.ObjectModel/Persistence/PersistenceLayer.cs:569:47:569:119","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
