"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
2286573,"call to method DeserializeObject<GatewayPayload>","file:///tmp/GitClone/DSharpPlus/Clients/DiscordClient.WebSocket.cs:225:27:225:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2564612,"call to method DeserializeObject<IEnumerable<DiscordBan>>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:356:28:356:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2565371,"call to method DeserializeObject<TransportMember>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:432:22:432:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2565677,"call to method DeserializeObject<List<TransportMember>>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:451:31:451:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2566585,"call to method DeserializeObject<AuditLog>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:528:38:528:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2566718,"call to method DeserializeObject<DiscordInvite>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:541:26:541:83","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2567081,"call to method DeserializeObject<DiscordWidgetSettings>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:586:23:586:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2567304,"call to method DeserializeObject<DiscordWidgetSettings>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:610:23:610:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2567454,"call to method DeserializeObject<IEnumerable<DiscordGuildTemplate>>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:624:33:624:110","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2567769,"call to method DeserializeObject<DiscordGuildTemplate>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:643:23:643:87","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2567914,"call to method DeserializeObject<DiscordGuildTemplate>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:656:32:656:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2568085,"call to method DeserializeObject<DiscordGuildTemplate>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:675:32:675:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2568222,"call to method DeserializeObject<DiscordGuildTemplate>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:688:32:688:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2568354,"call to method DeserializeObject<DiscordGuildMembershipScreening>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:701:33:701:108","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2568534,"call to method DeserializeObject<DiscordGuildMembershipScreening>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:721:33:721:108","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2568666,"call to method DeserializeObject<DiscordGuildWelcomeScreen>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:734:23:734:92","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2568883,"call to method DeserializeObject<DiscordGuildWelcomeScreen>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:757:23:757:92","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2571149,"call to method DeserializeObject<DiscordChannel>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:986:23:986:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2572048,"call to method DeserializeObject<DiscordScheduledGuildEvent[]>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1085:23:1085:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2572379,"call to method DeserializeObject<DiscordScheduledGuildEvent>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1124:23:1124:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2572960,"call to method DeserializeObject<DiscordScheduledGuildEvent>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1186:23:1186:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2573264,"call to method DeserializeObject<DiscordScheduledGuildEvent>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1222:23:1222:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2573420,"call to method DeserializeObject<DiscordChannel>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1240:23:1240:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2573444,"call to method DeserializeObject<DiscordThreadChannel>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1243:23:1243:87","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2574757,"call to method DeserializeObject<IEnumerable<DiscordChannel>>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1394:32:1394:103","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2576046,"call to method DeserializeObject<IEnumerable<DiscordInvite>>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1524:31:1524:101","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2576433,"call to method DeserializeObject<DiscordInvite>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1552:23:1552:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2577690,"call to method DeserializeObject<DiscordDmChannel>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1672:23:1672:83","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2577860,"call to method DeserializeObject<DiscordDmChannel>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1691:23:1691:83","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2578060,"call to method DeserializeObject<DiscordFollowedChannel>","file:///tmp/GitClone/DSharpPlus/Net/Rest/DiscordApiClient.cs:1713:20:1713:91","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
