"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
6113493,"call to method DeserializeObject<DriverItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Drivers/DriverFunctions.cs:125:37:125:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6113650,"call to method DeserializeObject<DriverItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Drivers/DriverFunctions.cs:150:37:150:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6113810,"call to method DeserializeObject<DriverLocationItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Drivers/DriverFunctions.cs:175:53:175:114","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6119495,"call to method DeserializeObject<TripDemoState>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Orchestrators/TripDemoOrchestratorTriggers.cs:44:43:44:99","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6122535,"call to method DeserializeObject<TripItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Orchestrators/TripManagerOrchestratorTriggers.cs:45:33:45:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6238798,"call to method DeserializeObject<TripItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Trips/TripFunctions.cs:103:33:103:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6239275,"call to method DeserializeObject<TripItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Trips/TripFunctions.cs:205:33:205:103","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6239516,"call to method DeserializeObject<TripItem>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Trips/TripFunctions.cs:255:33:255:103","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6239822,"call to method DeserializeObject<dynamic>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.FunctionApp.Trips/TripFunctions.cs:314:57:314:114","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6250465,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Helpers/Utilities.cs:151:38:151:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6250855,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Helpers/Utilities.cs:214:38:214:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6251245,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Helpers/Utilities.cs:276:38:276:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6251551,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Helpers/Utilities.cs:328:38:328:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6269609,"call to method DeserializeObject<User>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Services/UserService.cs:59:28:59:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6269656,"call to method DeserializeObject<BadRequestResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Services/UserService.cs:65:34:65:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6269788,"call to method DeserializeObject<UsersResult>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Services/UserService.cs:85:30:85:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6269838,"call to method DeserializeObject<BadRequestResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Services/UserService.cs:91:34:91:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6269989,"call to method DeserializeObject<User>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Services/UserService.cs:113:30:113:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6270036,"call to method DeserializeObject<BadRequestResponse>","file:///tmp/GitClone/dotnet/ServerlessMicroservices.Shared/Services/UserService.cs:119:34:119:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
