"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
3785,"call to method DeserializeObject<CommentsResponse>","file:///tmp/GitClone/src/WufooSharp/Enumerators/CommentsEnumerator.cs:30:32:30:136","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4156,"call to method DeserializeObject<EntriesResponse>","file:///tmp/GitClone/src/WufooSharp/Enumerators/EntryEnumerator.cs:35:31:35:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4345,"call to method DeserializeObject<EntryCountResponse>","file:///tmp/GitClone/src/WufooSharp/Enumerators/FormEntryEnumerator.cs:16:20:16:119","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4467,"call to method DeserializeObject<CountResponse>","file:///tmp/GitClone/src/WufooSharp/Enumerators/ReportEntryEnumerator.cs:18:20:18:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7785,"call to method DeserializeObject<FormsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:39:25:39:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7827,"call to method DeserializeObject<FormsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:46:25:46:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7878,"call to method DeserializeObject<UsersResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:58:25:58:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7920,"call to method DeserializeObject<ReportsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:65:27:65:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7964,"call to method DeserializeObject<ReportsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:73:27:73:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8008,"call to method DeserializeObject<WidgetsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:80:27:80:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8052,"call to method DeserializeObject<CountResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:88:25:88:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8094,"call to method DeserializeObject<FieldsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:96:26:96:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8140,"call to method DeserializeObject<FieldsResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:103:26:103:104","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8201,"call to method DeserializeObject<PostResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:111:28:111:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8357,"call to method DeserializeObject<EntryCountResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:153:25:153:79","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8430,"call to method DeserializeObject<CountResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:171:25:171:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8472,"call to method DeserializeObject<WebhookPutResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:178:26:178:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8517,"call to method DeserializeObject<WebhookDeleteResponse>","file:///tmp/GitClone/src/WufooSharp/WufooClient.cs:185:26:185:83","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
