"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
14677334,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate/Cfg/MappingSchema/MappingDocumentParser.cs:21:24:21:53","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
17223060,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate/Type/SerializableType.cs:166:13:166:37","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
17338008,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate/Util/SerializationHelper.cs:24:12:24:40","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
17338399,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate/Util/SerializationHelper.cs:24:12:24:40","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
23178047,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate.Test/Async/CacheTest/SerializationFixture.cs:370:15:370:44","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
23197248,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate.Test/Async/CfgTest/ConfigurationSerializationTests.cs:49:10:49:44","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
23198122,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate.Test/Async/CfgTest/ConfigurationSerializationTests.cs:49:10:49:44","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
23373652,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate.Test/Async/DynamicProxyTests/InterfaceProxySerializationTests/ProxyFixture.cs:53:20:53:48","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
23374658,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate.Test/Async/DynamicProxyTests/InterfaceProxySerializationTests/ProxyFixture.cs:53:20:53:48","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
23750643,"call to method Deserialize","file:///tmp/GitClone/src/NHibernate.Test/Async/Legacy/FooBarTest.cs:2829:19:2829:47","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
