"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
760,"call to method DeserializeObject<CpOrderInfo>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:26:23:26:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
975,"call to method DeserializeObject<Customer>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:47:23:47:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1013,"call to method DeserializeObject<EvalAuthInfo>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:68:23:68:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1051,"call to method DeserializeObject<FeeDetails>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:89:23:89:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1089,"call to method DeserializeObject<InstructionDetails>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:110:23:110:79","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1127,"call to method DeserializeObject<Instructions>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:131:23:131:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1165,"call to method DeserializeObject<NewOrderInfo>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:148:23:148:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1203,"call to method DeserializeObject<OrderInfo>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:169:23:169:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1532,"call to method DeserializeObject<PlaceOrderInfo>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:221:20:221:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1563,"call to method DeserializeObject<Provider>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:240:23:240:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1624,"call to method DeserializeObject<Provider[]>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:261:23:261:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1662,"call to method DeserializeObject<SmsData>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:282:23:282:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1700,"call to method DeserializeObject<SmsInfo>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:303:23:303:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1738,"call to method DeserializeObject<SmsObject>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:324:23:324:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1776,"call to method DeserializeObject<Webhook>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:345:23:345:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1835,"call to method DeserializeObject<Webhook[]>","file:///tmp/GitClone/CompropagoSdk/Factory/Factory.cs:366:23:366:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7180,"call to method DeserializeObject<GenericError>","file:///tmp/GitClone/CompropagoSdk/Tools/Request.cs:28:29:28:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
