"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
3425,"call to method DeserializeObject<Root>","file:///tmp/GitClone/BiliDuang/DownloadObject.cs:465:21:465:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5116,"call to method DeserializeObject<JObject>","file:///tmp/GitClone/BiliDuang/DownloadObject.cs:728:31:728:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10948,"call to method DeserializeObject<List<DownloadSavedMisson>>","file:///tmp/GitClone/BiliDuang/DownloadQueue.cs:97:22:97:83","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
48451,"call to method DeserializeObject<Root>","file:///tmp/GitClone/BiliDuang/MainForm.cs:81:25:81:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
52740,"call to method DeserializeObject<_Settings>","file:///tmp/GitClone/BiliDuang/Settings.cs:46:37:46:145","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
65075,"call to method DeserializeObject<EdgeInfo>","file:///tmp/GitClone/BiliDuang/UI/Intereaction/IntereactionSelect.cs:72:28:72:98","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
68839,"call to method DeserializeObject<LikeBoxItem>","file:///tmp/GitClone/BiliDuang/UI/LikeSelect.cs:41:61:41:133","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
73287,"call to method DeserializeObject<QRLoginInfoNoData>","file:///tmp/GitClone/BiliDuang/UI/QRLogin.cs:44:68:44:156","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
73310,"call to method DeserializeObject<QRLoginInfoDataInt>","file:///tmp/GitClone/BiliDuang/UI/QRLogin.cs:47:74:47:163","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
73390,"call to method DeserializeObject<QRLoginInfoData>","file:///tmp/GitClone/BiliDuang/UI/QRLogin.cs:68:71:68:157","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
73596,"call to method DeserializeObject<QRUrl>","file:///tmp/GitClone/BiliDuang/UI/QRLogin.cs:88:45:88:109","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
75683,"call to method DeserializeObject<UpUpload>","file:///tmp/GitClone/BiliDuang/UI/UpUpload.cs:41:55:41:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
83790,"call to method DeserializeObject<UserBangumiFollow>","file:///tmp/GitClone/BiliDuang/UI/UserDataForm/UserInfoForm.cs:154:27:154:121","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
84322,"call to method DeserializeObject<UserLikeBox>","file:///tmp/GitClone/BiliDuang/UI/UserDataForm/UserInfoForm.cs:227:24:227:103","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
87100,"call to method DeserializeObject<User>","file:///tmp/GitClone/BiliDuang/User.cs:104:28:104:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
87200,"call to method DeserializeObject<ThirdLogin>","file:///tmp/GitClone/BiliDuang/User.cs:132:21:132:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
87358,"call to method DeserializeObject<UserDataFile>","file:///tmp/GitClone/BiliDuang/User.cs:166:21:167:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
87487,"call to method DeserializeObject<User>","file:///tmp/GitClone/BiliDuang/User.cs:184:28:184:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
88479,"call to method DeserializeObject<Intereaction>","file:///tmp/GitClone/BiliDuang/VideoClass/AV.cs:105:71:105:152","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
89820,"call to method DeserializeObject<AV>","file:///tmp/GitClone/BiliDuang/VideoClass/AV.cs:434:26:434:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
90221,"call to method DeserializeObject<AV>","file:///tmp/GitClone/BiliDuang/VideoClass/AV.cs:472:22:472:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
91979,"call to method DeserializeObject<Season>","file:///tmp/GitClone/BiliDuang/VideoClass/SS.cs:22:18:22:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
93386,"call to method DeserializeObject<AV>","file:///tmp/GitClone/BiliDuang/VideoClass/Video.cs:111:39:111:108","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
93848,"call to method DeserializeObject<Root>","file:///tmp/GitClone/BiliDuang/VideoClass/Video.cs:192:45:192:120","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
135223,"call to method DeserializeObject<bccFile>","file:///tmp/GitClone/BiliDuang/tools/Bcc2srt.cs:15:31:15:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
