"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
13657879,"call to method DeserializeObject<T>","file:///tmp/GitClone/src/Libraries/Nop.Core/Caching/DistributedCacheManager.cs:80:24:80:61","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13657982,"call to method DeserializeObject<T>","file:///tmp/GitClone/src/Libraries/Nop.Core/Caching/DistributedCacheManager.cs:99:24:99:61","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13668530,"call to method DeserializeObject<AppSettings>","file:///tmp/GitClone/src/Libraries/Nop.Core/Configuration/AppSettingsHelper.cs:50:33:50:125","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13727878,"call to method DeserializeObject<T>","file:///tmp/GitClone/src/Libraries/Nop.Core/Http/Extensions/SessionExtensions.cs:36:20:36:58","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14311162,"call to method DeserializeObject<Dictionary<String,String>>","file:///tmp/GitClone/src/Libraries/Nop.Services/Media/RoxyFileman/FileRoxyFilemanService.cs:209:26:209:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14347470,"call to method DeserializeObject<IList<NotifyData>>","file:///tmp/GitClone/src/Libraries/Nop.Services/Messages/NotificationService.cs:56:19:56:127","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14483216,"call to method DeserializeObject<PluginDescriptor>","file:///tmp/GitClone/src/Libraries/Nop.Services/Plugins/PluginDescriptor.cs:42:30:42:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14492775,"call to method DeserializeObject<IList<String>>","file:///tmp/GitClone/src/Libraries/Nop.Services/Plugins/PluginsInfo.cs:73:20:73:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14492803,"call to method DeserializeObject<PluginsInfo>","file:///tmp/GitClone/src/Libraries/Nop.Services/Plugins/PluginsInfo.cs:86:31:86:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14496216,"call to method DeserializeObject<IList<UploadedItem>>","file:///tmp/GitClone/src/Libraries/Nop.Services/Plugins/UploadService.cs:70:20:70:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14569574,"call to method DeserializeObject<ThemeDescriptor>","file:///tmp/GitClone/src/Libraries/Nop.Services/Themes/ThemeProvider.cs:90:35:90:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14712283,"call to method DeserializeObject<FacebookUserDTO>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.ExternalAuth.Facebook/Controllers/FacebookDataDeletionController.cs:87:30:87:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14790493,"call to method DeserializeObject<Response<TResponse>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Payments.PayPalCommerce/Services/OnboardingHttpClient.cs:62:30:62:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14791775,"call to method DeserializeObject<ExceptionDetails>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Payments.PayPalCommerce/Services/ServiceManager.cs:138:35:138:104","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14796993,"call to method DeserializeObject<Event<Object>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Payments.PayPalCommerce/Services/ServiceManager.cs:774:43:774:104","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14797131,"call to method DeserializeObject<Event<ExtendedWebhookResource>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Payments.PayPalCommerce/Services/ServiceManager.cs:790:23:790:101","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14800645,"call to method DeserializeObject<Event<TResource>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Payments.PayPalCommerce/Services/ServiceManager.cs:754:40:754:104","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14828766,"call to method DeserializeObject<IList<NotifyData>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Shipping.EasyPost/Components/ShippingMethodsViewComponent.cs:63:28:63:136","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14852744,"call to method DeserializeObject<EasyPostException>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Shipping.EasyPost/Services/EasyPostService.cs:170:44:170:110","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14858291,"call to method DeserializeObject<Event>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Shipping.EasyPost/Services/EasyPostService.cs:650:38:650:91","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14858349,"call to method DeserializeObject<Tracker>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Shipping.EasyPost/Services/EasyPostService.cs:657:47:657:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14858515,"call to method DeserializeObject<Batch>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Shipping.EasyPost/Services/EasyPostService.cs:686:45:686:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
14858867,"call to method DeserializeObject<ScanForm>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Shipping.EasyPost/Services/EasyPostService.cs:724:48:724:99","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
15022278,"call to method DeserializeObject<List<CustomEvent>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Widgets.FacebookPixel/Services/FacebookPixelService.cs:1306:32:1306:98","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
15023366,"call to method DeserializeObject<List<CustomEvent>>","file:///tmp/GitClone/src/Plugins/Nop.Plugin.Widgets.FacebookPixel/Services/FacebookPixelService.cs:1277:36:1277:102","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
16942768,"call to method DeserializeObject<CaptchaResponse>","file:///tmp/GitClone/src/Presentation/Nop.Web.Framework/Security/Captcha/CaptchaHttpClient.cs:65:20:65:75","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
17075681,"call to method DeserializeObject<IList<NotifyData>>","file:///tmp/GitClone/src/Tests/Nop.Tests/Nop.Services.Tests/Messages/NotificationServiceTests.cs:30:13:30:165","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
