"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
4171707,"call to method DeserializeObject<AddressResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:43:20:44:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4171767,"call to method DeserializeObject<AddressListResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:50:20:51:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4171822,"call to method DeserializeObject<AddressListResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:57:20:58:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4172855,"call to method DeserializeObject<CountResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:129:20:130:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4172928,"call to method DeserializeObject<AddressResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:138:20:139:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4172996,"call to method DeserializeObject<AddressResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:147:20:148:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4173063,"call to method DeserializeObject<AddressResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:155:20:156:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4173124,"call to method DeserializeObject<ValidateAddressResponse>","file:///tmp/GitClone/RechargeSharp/Services/Addresses/AddressService.cs:164:20:165:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4175624,"call to method DeserializeObject<ChargeResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:41:20:42:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4175678,"call to method DeserializeObject<ChargeListResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:48:20:49:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4177241,"call to method DeserializeObject<CountResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:147:20:148:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4177311,"call to method DeserializeObject<ChargeResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:156:20:157:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4177380,"call to method DeserializeObject<ChargeResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:165:20:166:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4177449,"call to method DeserializeObject<ChargeResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:174:20:175:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4177518,"call to method DeserializeObject<ChargeResponse>","file:///tmp/GitClone/RechargeSharp/Services/Charges/ChargeService.cs:183:20:184:116","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
