"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
8003886,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:681:20:681:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8003905,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:696:20:696:59","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8003917,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:708:20:708:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8003936,"call to method DeserializeObject<T>","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:720:20:720:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8003958,"call to method DeserializeObject<T>","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:737:20:737:46","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8003969,"call to method DeserializeObject<T>","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:758:20:758:56","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8003982,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:771:24:771:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8004004,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:787:24:787:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8004052,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:804:20:804:59","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8004394,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:979:34:979:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8004553,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:1080:32:1080:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8007816,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:681:20:681:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
8007826,"call to method DeserializeObject","file:///tmp/GitClone/Src/Newtonsoft.Json/JsonConvert.cs:696:20:696:59","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
