"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
1493766,"call to method DeserializeObject<CalibreResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Calibre/CalibreResult.cs:445:62:445:131","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1496253,"call to method DeserializeObject<CalibreUpdate>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Calibre/CalibreUpdate.cs:274:62:274:131","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1502193,"call to method DeserializeObject<DirectoryListingModel01>","file:///tmp/GitClone/src/OpenDirectoryDownloader/DirectoryParser.cs:438:54:438:127","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1505185,"call to method DeserializeObject<WebDirectory>","file:///tmp/GitClone/src/OpenDirectoryDownloader/DirectoryParser.cs:902:36:902:127","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1520259,"call to method DeserializeObject<AnonFilesFile>","file:///tmp/GitClone/src/OpenDirectoryDownloader/FileUpload/AnonFiles.cs:38:15:38:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1520905,"call to method DeserializeObject<GoFileIoFile>","file:///tmp/GitClone/src/OpenDirectoryDownloader/FileUpload/GoFileIo.cs:50:15:50:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1521433,"call to method DeserializeObject<PixeldrainFile>","file:///tmp/GitClone/src/OpenDirectoryDownloader/FileUpload/Pixeldrain.cs:33:14:33:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1522451,"call to method DeserializeObject<UploadFilesIoFile>","file:///tmp/GitClone/src/OpenDirectoryDownloader/FileUpload/UploadFilesIo.cs:84:13:84:123","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1553195,"call to method DeserializeObject<BlitzfilesTechResponse>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/BlitzfilesTech/BlitzfilesTechResult.cs:191:71:191:149","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1556461,"call to method DeserializeObject<DropboxResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/Dropbox/DropboxResult.cs:254:56:254:125","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1560132,"call to method DeserializeObject<BhadooIndexResponse>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/GDIndex/BhadooIndexResult.cs:98:68:98:143","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1562406,"call to method DeserializeObject<GdIndexResponse>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/GDIndex/GdIndexResult.cs:44:64:44:135","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1564808,"call to method DeserializeObject<Go2IndexResponse>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/GDIndex/Go2IndexResult.cs:72:65:72:137","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1566901,"call to method DeserializeObject<GoIndexResponse>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/GDIndex/GoIndexResult.cs:56:64:56:135","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1568978,"call to method DeserializeObject<GitHubResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/GitHub/GitHubResult.cs:49:54:49:122","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1569602,"call to method DeserializeObject<GoFileIOListingResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/GoFileIO/GoFileIOListingResult.cs:114:64:114:141","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1573169,"call to method DeserializeObject<MediafireResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/Mediafire/MediafireResult.cs:194:58:194:129","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1574042,"call to method DeserializeObject<PixeldrainFileResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/Pixeldrain/PixeldrainFileResult.cs:104:63:104:139","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1574867,"call to method DeserializeObject<PixeldrainListResult>","file:///tmp/GitClone/src/OpenDirectoryDownloader/Site/Pixeldrain/PixeldrainListResult.cs:131:63:131:139","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
