"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
20234613,"call to method DeserializeObject<AzureCliSubscriptionWrapper>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:61:55:61:148","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20234635,"call to method DeserializeObject<IEnumerable<AzureCliToken>>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:62:53:62:145","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20234663,"call to method DeserializeObject<AzureCliSubscriptionWrapper>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:66:31:66:124","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20234681,"call to method DeserializeObject<IEnumerable<AzureCliToken>>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:67:30:67:122","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20235069,"call to method DeserializeObject<AzureCliSubscriptionWrapper>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:61:55:61:148","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20235081,"call to method DeserializeObject<IEnumerable<AzureCliToken>>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:62:53:62:145","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20235096,"call to method DeserializeObject<AzureCliSubscriptionWrapper>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:66:31:66:124","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20235106,"call to method DeserializeObject<IEnumerable<AzureCliToken>>","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/AzureCliCredentials.cs:67:30:67:122","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20244554,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/MSITokenProvider.cs:99:33:99:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20244815,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/MSITokenProvider.cs:139:33:139:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20245377,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Authentication/MSITokenProvider.cs:250:49:250:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20294337,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Core/RestClient/HttpLoggingDelegatingHandler.cs:85:50:85:87","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20314726,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Deployment/DeploymentImpl.cs:240:33:240:75","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20314879,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Deployment/DeploymentImpl.cs:269:35:269:79","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20315058,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Deployment/DeploymentImpl.cs:312:38:312:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20315224,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Deployment/DeploymentImpl.cs:342:40:342:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
20906692,"call to method DeserializeObject","file:///tmp/GitClone/src/ResourceManagement/ResourceManager/Policy/PolicyDefinitionImpl.cs:140:32:140:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
