"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
3491028,"call to method DeserializeObject<Source>","file:///tmp/GitClone/src/Microsoft.Crank.Agent/Startup.cs:1904:35:1904:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3492921,"call to method DeserializeObject<JobStatistics>","file:///tmp/GitClone/src/Microsoft.Crank.Agent/Startup.cs:2318:41:2318:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3493798,"call to method DeserializeObject<Source>","file:///tmp/GitClone/src/Microsoft.Crank.Agent/Startup.cs:2454:35:2454:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3564948,"call to method DeserializeObject<Job>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/JobConnection.cs:492:27:492:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3567509,"call to method DeserializeObject<String[]>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/JobConnection.cs:1094:25:1094:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3567628,"call to method DeserializeObject<String[]>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/JobConnection.cs:1114:25:1114:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3568300,"call to method DeserializeObject<Dictionary<String,Object>>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/JobConnection.cs:1232:20:1232:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3568408,"call to method DeserializeObject<JobView[]>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/JobConnection.cs:1248:20:1248:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3568503,"call to method DeserializeObject<Job>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/JobConnection.cs:1260:20:1260:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3588629,"call to method DeserializeObject","file:///tmp/GitClone/src/Microsoft.Crank.Controller/Program.cs:2335:49:2335:107","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3614428,"call to method DeserializeObject<ExecutionResult>","file:///tmp/GitClone/src/Microsoft.Crank.Controller/ResultComparer.cs:33:37:33:110","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
