"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
2158634,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyAmountTests.cs:33:35:33:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2158692,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyAmountTests.cs:47:35:47:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2158750,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyAmountTests.cs:61:35:61:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2158808,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyAmountTests.cs:75:35:75:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2158866,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyAmountTests.cs:92:35:92:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2158924,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyAmountTests.cs:109:35:109:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2161613,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyQuantityTests.cs:31:39:31:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2161671,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyQuantityTests.cs:46:39:46:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2161729,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyQuantityTests.cs:61:39:61:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2161787,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyQuantityTests.cs:79:39:79:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2163227,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyRateTests.cs:30:31:30:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2163295,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyRateTests.cs:41:31:41:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2163363,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyRateTests.cs:52:31:52:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
2163421,"call to method Deserialize","file:///tmp/GitClone/Tests/Converters/XMLConverterHelpers/TallyRateTests.cs:66:31:66:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
