"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
3356668,"call to method DeserializeObject<List<PackageIndexEntry>>","file:///tmp/GitClone/Intersect (Core)/Compression/AssetPacker.cs:52:16:52:120","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3364719,"call to method DeserializeObject<Options>","file:///tmp/GitClone/Intersect (Core)/Config/Options.cs:240:28:240:108","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3364876,"call to method DeserializeObject<Options>","file:///tmp/GitClone/Intersect (Core)/Config/Options.cs:263:24:263:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3387169,"call to method DeserializeObject<RootNamespace>","file:///tmp/GitClone/Intersect (Core)/CustomColors.cs:62:20:62:91","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3387182,"call to method DeserializeObject<RootNamespace>","file:///tmp/GitClone/Intersect (Core)/CustomColors.cs:266:28:266:99","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3396054,"call to method DeserializeObject<LightBase[]>","file:///tmp/GitClone/Intersect (Core)/GameObjects/AnimationBase.cs:47:29:47:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3397934,"call to method DeserializeObject<List<ClassItem>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ClassBase.cs:173:38:173:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3397954,"call to method DeserializeObject<List<ClassSpell>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ClassBase.cs:182:39:182:92","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3397975,"call to method DeserializeObject<List<ClassSprite>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ClassBase.cs:191:40:191:94","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3398120,"call to method DeserializeObject<Dictionary<Int32,Int64>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ClassBase.cs:228:39:228:103","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3400991,"call to method DeserializeObject<List<CraftIngredient>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Crafting/CraftBase.cs:35:44:35:102","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3401737,"call to method DeserializeObject<DbList<CraftBase>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Crafting/CraftingTableBase.cs:34:39:34:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3411542,"call to method DeserializeObject<List<EventPage>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Events/EventBase.cs:82:38:90:13","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3416518,"call to method DeserializeObject<Color>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ItemBase.cs:192:64:192:106","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3440116,"call to method DeserializeObject<MapAttribute[,]>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Maps/MapBase.cs:175:31:175:128","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3440204,"call to method DeserializeObject<List<LightBase>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Maps/MapBase.cs:201:30:201:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3440252,"call to method DeserializeObject<List<Guid>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Maps/MapBase.cs:218:31:218:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3440367,"call to method DeserializeObject<List<NpcSpawn>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Maps/MapBase.cs:253:30:253:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3440468,"call to method DeserializeObject<Color>","file:///tmp/GitClone/Intersect (Core)/GameObjects/Maps/MapBase.cs:305:39:305:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3445520,"call to method DeserializeObject<List<Guid>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/NpcBase.cs:63:32:63:79","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3445655,"call to method DeserializeObject<List<NpcDrop>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/NpcBase.cs:164:28:164:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3445738,"call to method DeserializeObject<DbList<SpellBase>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/NpcBase.cs:205:39:205:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3445786,"call to method DeserializeObject<Color>","file:///tmp/GitClone/Intersect (Core)/GameObjects/NpcBase.cs:221:64:221:106","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3446254,"call to method DeserializeObject<List<StatusTypes>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/NpcBase.cs:42:30:42:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3447227,"call to method DeserializeObject<List<ProjectileAnimation>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ProjectileBase.cs:70:33:70:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3447265,"call to method DeserializeObject<Location[,]>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ProjectileBase.cs:99:37:99:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3447795,"call to method DeserializeObject<List<GrappleOptions>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ProjectileBase.cs:112:38:112:101","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3449013,"call to method DeserializeObject<List<QuestTask>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/QuestBase.cs:124:28:124:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3450576,"call to method DeserializeObject<List<ResourceDrop>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ResourceBase.cs:83:28:83:83","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3451380,"call to method DeserializeObject<List<ShopItem>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ShopBase.cs:51:34:51:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3451400,"call to method DeserializeObject<List<ShopItem>>","file:///tmp/GitClone/Intersect (Core)/GameObjects/ShopBase.cs:59:35:59:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3456472,"call to method DeserializeObject<Color[]>","file:///tmp/GitClone/Intersect (Core)/GameObjects/TimeBase.cs:29:45:29:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3530422,"call to method DeserializeObject<JsonManifest>","file:///tmp/GitClone/Intersect (Core)/Plugins/Loaders/ManifestLoader.cs:111:32:111:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3532380,"call to method DeserializeObject","file:///tmp/GitClone/Intersect (Core)/Plugins/Loaders/PluginLoader.Configuration.cs:61:41:67:41","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3535622,"call to method DeserializeObject<Authors>","file:///tmp/GitClone/Intersect (Core)/Plugins/Manifests/Types/Authors.cs:242:24:242:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3545185,"call to method DeserializeObject<Update>","file:///tmp/GitClone/Intersect (Core)/Updater/Updater.cs:102:31:102:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
3545235,"call to method DeserializeObject<Update>","file:///tmp/GitClone/Intersect (Core)/Updater/Updater.cs:110:42:112:25","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
