"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
11920928,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Channels/AddressHeader.cs:127:31:127:59","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
11976495,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Channels/Message.cs:323:28:323:56","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
11989145,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Channels/MessageFault.cs:142:26:142:54","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12001576,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Channels/MessageHeaders.cs:1003:27:1003:55","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12117597,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Description/MetadataSet.cs:54:33:54:54","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12117664,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Description/MetadataSet.cs:73:52:73:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12257050,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Dispatcher/FaultFormatter.cs:131:44:131:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12319557,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Dispatcher/XmlSerializerObjectSerializer.cs:101:58:101:88","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12319598,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Dispatcher/XmlSerializerObjectSerializer.cs:113:24:113:54","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12321531,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Dispatcher/XmlSerializerOperationFormatter.cs:247:55:247:149","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12322797,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Dispatcher/XmlSerializerOperationFormatter.cs:461:53:461:133","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12433980,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/IdentityModel/Tokens/SessionSecurityToken.cs:919:67:919:91","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12442977,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/IdentityModel/Tokens/SessionSecurityTokenHandler.cs:392:48:392:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12569816,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Security/SctClaimSerializer.cs:338:31:338:59","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12570153,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Security/SctClaimSerializer.cs:396:34:396:62","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12570935,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Security/SctClaimSerializer.cs:527:43:527:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12713566,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.Primitives/src/CoreWCF/Security/WSTrust.cs:409:39:409:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12991580,"call to method ReadObject","file:///tmp/GitClone/src/CoreWCF.WebHttp/src/CoreWCF/Dispatcher/SingleBodyParameterMessageFormatter.cs:219:32:219:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
12993510,"call to method Deserialize","file:///tmp/GitClone/src/CoreWCF.WebHttp/src/CoreWCF/Dispatcher/UnwrappedTypesXmlSerializerManager.cs:130:101:130:131","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
