"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
6059819,"call to method DeserializeObject<CompareResult>","file:///tmp/GitClone/Benchmarks/SystemSqliteDatabaseManager.cs:124:49:124:104","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6060019,"call to method DeserializeObject<CompareResult>","file:///tmp/GitClone/Benchmarks/SystemSqliteDatabaseManager.cs:157:43:157:94","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6061569,"call to method DeserializeObject<AsaRun>","file:///tmp/GitClone/Benchmarks/SystemSqliteDatabaseManager.cs:476:36:476:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6061846,"call to method DeserializeObject<FileMonitorEvent>","file:///tmp/GitClone/Benchmarks/SystemSqliteDatabaseManager.cs:527:43:527:101","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6063612,"call to method DeserializeObject<Settings>","file:///tmp/GitClone/Benchmarks/SystemSqliteDatabaseManager.cs:952:32:952:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6143505,"call to method DeserializeObject<RuleFile>","file:///tmp/GitClone/Cli/Pages/Author.razor:105:33:105:114","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6178059,"call to method DeserializeObject<RuleFile>","file:///tmp/GitClone/Cli/Pages/Author.razor:105:33:105:114","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6238047,"call to method DeserializeObject<RuleFile>","file:///tmp/GitClone/Lib/Objects/RuleFile.cs:91:34:91:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6238166,"call to method DeserializeObject<RuleFile>","file:///tmp/GitClone/Lib/Objects/RuleFile.cs:130:38:130:94","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256167,"call to method DeserializeObject<CertificateObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:48:28:48:101","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256185,"call to method DeserializeObject<FileSystemObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:51:28:51:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256204,"call to method DeserializeObject<OpenPortObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:54:28:54:98","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256223,"call to method DeserializeObject<RegistryObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:57:28:57:98","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256242,"call to method DeserializeObject<ServiceObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:60:28:60:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256261,"call to method DeserializeObject<UserAccountObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:63:28:63:101","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256280,"call to method DeserializeObject<GroupAccountObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:66:28:66:102","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256299,"call to method DeserializeObject<FirewallObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:69:28:69:98","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256318,"call to method DeserializeObject<ComObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:72:28:72:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256337,"call to method DeserializeObject<EventLogObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:75:28:75:98","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256356,"call to method DeserializeObject<TpmObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:78:28:78:93","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256375,"call to method DeserializeObject<CryptographicKeyObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:81:28:81:106","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
6256394,"call to method DeserializeObject<ProcessObject>","file:///tmp/GitClone/Lib/Utils/JsonUtils.cs:84:28:84:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
