"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
1787140,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/AddAssetFiles.cs:51:28:51:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1788431,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/ApplyDynamicEncryption.cs:58:28:58:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1789926,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/CreateAccessPolicy.cs:47:28:47:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1790476,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/CreateAssetDeliveryPolicy.cs:74:28:74:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1791903,"call to method DeserializeObject<FairPlayConfiguration>","file:///tmp/GitClone/advanced-vod-workflow-functions/CreateAssetDeliveryPolicy.cs:208:64:208:162","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1792619,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/CreateContentKeyAuthorizationPolicy.cs:53:28:53:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1793609,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/CreateEmptyAsset.cs:51:28:51:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1794331,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/GetCaptionBlobSasUri.cs:51:28:51:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1795977,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/MonitorBlobContainerCopyStatus.cs:61:28:61:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1796774,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/MonitorMediaJob.cs:52:28:52:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1797253,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/PublishAsset.cs:47:28:47:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1800660,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/StartBlobContainerCopyToAsset.cs:54:28:54:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1801433,"call to method DeserializeObject","file:///tmp/GitClone/advanced-vod-workflow-functions/SubmitMediaJob.cs:78:28:78:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1807909,"call to method DeserializeObject<IngestAssetConfig>","file:///tmp/GitClone/media-functions-for-logic-app/SharedLibs/ingestAssetConfigHelpers.cs:94:35:94:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1816553,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/add-dynamic-encryption.cs:56:28:56:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1818171,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/add-offset-to-insights.cs:43:32:43:73","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1818521,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/add-offset-to-insights.cs:87:32:87:75","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1818833,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/add-textfile-to-asset.cs:50:28:50:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1819871,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/check-blob-copy-to-asset-status.cs:43:28:43:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1820691,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/check-blob-copy-to-container-status.cs:44:28:44:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1821539,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/check-job-status.cs:69:28:69:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1823212,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/check-task-status.cs:65:28:65:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1824815,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/create-empty-asset.cs:47:28:47:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1825413,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/create-program.cs:55:28:55:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1826385,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/delete-asset-files.cs:45:28:45:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1826979,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/delete-entity.cs:43:28:43:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
1827697,"call to method DeserializeObject","file:///tmp/GitClone/media-functions-for-logic-app/functions/delete-program.cs:46:28:46:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
