"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
13044631,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/BoundPeerTest.cs:43:43:43:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13050816,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/PeerTest.cs:30:43:30:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13106493,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/CommunicationFailExceptionTest.cs:47:50:47:65","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13106889,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/DifferentAppProtocolVersionExceptionTest.cs:42:60:42:75","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13107122,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/InvalidCredentialExceptionTest.cs:29:50:29:65","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13107365,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/InvalidMagicCookieExceptionTest.cs:30:51:30:66","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13107630,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/InvalidMessageSignatureExceptionTest.cs:35:56:35:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13107906,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/InvalidMessageTimestampExceptionTest.cs:33:56:33:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13108618,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/SendMessageFailExceptionTest.cs:47:48:47:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13110594,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Net.Tests/Transports/TransportExceptionTest.cs:22:42:22:57","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13466117,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Action/InsufficientBalanceExceptionTest.cs:38:66:38:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13467656,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Action/UnexpectedlyTerminatedActionExceptionTest.cs:47:75:47:99","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13469714,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/AddressTest.cs:257:48:257:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13469811,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/AddressTest.cs:273:52:273:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13471423,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Assets/CurrencyTest.cs:138:46:138:70","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13475975,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Assets/FungibleAssetValueTest.cs:372:32:372:47","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13555583,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/BlockHashTest.cs:136:43:136:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13561817,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/InvalidBlockBytesLengthExceptionTest.cs:21:56:21:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13561984,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/InvalidBlockHashAlgorithmTypeExceptionTest.cs:23:62:23:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13562171,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/InvalidBlockPreEvaluationHashExceptionTest.cs:28:61:28:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13562310,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/InvalidBlockTxCountExceptionTest.cs:21:52:21:67","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13562488,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/InvalidBlockTxCountPerSignerExceptionTest.cs:27:61:27:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13562697,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Blocks/InvalidBlockTxHashExceptionTest.cs:27:65:27:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13592659,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/HashDigestTest.cs:171:62:171:96","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13667831,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Tx/TxFailureTest.cs:57:35:57:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13670378,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Tx/TxIdTest.cs:192:42:192:76","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
13673085,"call to method Deserialize","file:///tmp/GitClone/Libplanet.Tests/Tx/TxSuccessTest.cs:91:35:91:63","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
