"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
9401782,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/samples/LivingDocumentation.eShopOnContainers/Program.cs:17:21:17:117","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9509430,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:13:21:13:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9509817,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:26:21:26:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9509927,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:43:21:43:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9510469,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:78:21:78:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9510519,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:91:21:91:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9510634,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:107:21:107:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9510746,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:123:21:123:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9510910,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:150:21:150:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9510982,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:173:21:173:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511054,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:195:21:195:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511162,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:220:21:220:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511270,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:249:21:249:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511390,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:274:21:274:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511498,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:299:21:299:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511600,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:326:21:326:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
9511736,"call to method DeserializeObject<List<TypeDescription>>","file:///tmp/GitClone/tests/LivingDocumentation.Serializations.Tests/DeserializationTests.cs:358:21:358:115","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
