"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
5075427,"call to method DeserializeObject<AuthResponse>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/AuthController.cs:49:32:49:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5076104,"call to method DeserializeObject<Coupons>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/CouponsController.cs:42:27:42:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5076153,"call to method DeserializeObject<IEnumerable<Product>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/CouponsController.cs:45:39:45:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5076655,"call to method DeserializeObject<AuthResponse>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/LoginController.cs:59:32:59:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5077143,"call to method DeserializeObject<IEnumerable<PopularProduct>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:44:35:44:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5077246,"call to method DeserializeObject<Product>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:60:27:60:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5077370,"call to method DeserializeObject<IEnumerable<Product>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:77:28:77:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5077418,"call to method DeserializeObject<IEnumerable<ProductBrand>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:80:26:80:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5077467,"call to method DeserializeObject<IEnumerable<ProductType>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:83:25:83:87","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5077711,"call to method DeserializeObject<ClassificationResult>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:116:37:116:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5078042,"call to method DeserializeObject<IEnumerable<ClassifiedProductItem>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProductsController.cs:161:37:161:124","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5078742,"call to method DeserializeObject<IEnumerable<Profile>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProfilesController.cs:40:28:40:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5078821,"call to method DeserializeObject<Profile>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProfilesController.cs:53:27:53:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5078866,"call to method DeserializeObject<Coupons>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProfilesController.cs:56:27:56:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5078910,"call to method DeserializeObject<IEnumerable<Product>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProfilesController.cs:59:39:59:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5079026,"call to method DeserializeObject<Profile>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.Bff/Controllers/ProfilesController.cs:78:27:78:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5084667,"call to method DeserializeObject<AuthResponse>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/AuthController.cs:49:32:49:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5085046,"call to method DeserializeObject<Coupons>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/CouponsController.cs:47:27:47:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5085095,"call to method DeserializeObject<IEnumerable<Product>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/CouponsController.cs:50:39:50:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5085595,"call to method DeserializeObject<AuthResponse>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/LoginController.cs:58:32:58:82","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5086081,"call to method DeserializeObject<IEnumerable<PopularProduct>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:46:35:46:100","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5086184,"call to method DeserializeObject<Product>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:62:27:62:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5086430,"call to method DeserializeObject<IEnumerable<ProductType>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:92:25:92:87","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5086557,"call to method DeserializeObject<IEnumerable<Product>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:102:28:102:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5086605,"call to method DeserializeObject<IEnumerable<ProductBrand>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:105:26:105:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5086828,"call to method DeserializeObject<ClassificationResult>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:142:37:142:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5087149,"call to method DeserializeObject<IEnumerable<ClassifiedProductItem>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProductsController.cs:187:37:187:124","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5087853,"call to method DeserializeObject<IEnumerable<Profile>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProfilesController.cs:40:28:40:86","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5087932,"call to method DeserializeObject<Profile>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProfilesController.cs:53:27:53:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5087977,"call to method DeserializeObject<Coupons>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProfilesController.cs:56:27:56:72","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5088021,"call to method DeserializeObject<IEnumerable<Product>>","file:///tmp/GitClone/Source/ApiGWs/Tailwind.Traders.WebBff/Controllers/ProfilesController.cs:59:39:59:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
