"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
7074860,"call to method DeserializeObject<TestEnumNameClass>","file:///tmp/GitClone/benchmarks/SmartEnum.Benchmarks/SerializationBenchmarks.cs:121:69:121:150","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7074867,"call to method DeserializeObject<TestEnumValueClass>","file:///tmp/GitClone/benchmarks/SmartEnum.Benchmarks/SerializationBenchmarks.cs:124:71:124:154","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7074889,"call to method DeserializeObject<TestSmartEnumNameClass>","file:///tmp/GitClone/benchmarks/SmartEnum.Benchmarks/SerializationBenchmarks.cs:133:79:133:165","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7074897,"call to method DeserializeObject<TestSmartEnumValueClass>","file:///tmp/GitClone/benchmarks/SmartEnum.Benchmarks/SerializationBenchmarks.cs:136:81:136:169","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7143686,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumNameConverterTests.cs:57:23:57:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7144019,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumNameConverterTests.cs:71:23:71:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7144845,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumNameConverterTests.cs:85:32:85:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7145031,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumNameConverterTests.cs:100:32:100:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7145818,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumValueConverterTests.cs:57:23:57:74","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7145922,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumValueConverterTests.cs:71:23:71:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7146146,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumValueConverterTests.cs:85:32:85:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7146157,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumValueConverterTests.cs:108:32:108:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7146164,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartEnumValueConverterTests.cs:120:32:120:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7148283,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartFlagEnumValueConverterTests.cs:59:23:59:68","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7148562,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartFlagEnumValueConverterTests.cs:71:32:71:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7148569,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartFlagEnumValueConverterTests.cs:85:32:85:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7148606,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartFlagEnumValueConverterTests.cs:109:32:109:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
7148613,"call to method DeserializeObject<TestClass>","file:///tmp/GitClone/test/SmartEnum.JsonNet.UnitTests/SmartFlagEnumValueConverterTests.cs:121:32:121:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
