"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
10255156,"call to method DeserializeObject<T>","file:///tmp/GitClone/src/AuthJanitor.AspNet/AuthJanitorHttpClient.cs:107:49:107:159","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10350285,"call to method DeserializeObject<IEnumerable<IntegrityReport>>","file:///tmp/GitClone/src/AuthJanitor.AspNet.AdminUi/Pages/IntegrityReports.razor:139:31:140:99","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10403859,"call to method DeserializeObject<IEnumerable<IntegrityReport>>","file:///tmp/GitClone/src/AuthJanitor.AspNet.AdminUi/Pages/IntegrityReports.razor:139:31:140:99","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10409514,"call to method DeserializeObject","file:///tmp/GitClone/src/AuthJanitor.Core/Agents/AgentMessageEnvelope.cs:53:44:55:42","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10411129,"call to method DeserializeObject<AgentMessageEnvelope>","file:///tmp/GitClone/src/AuthJanitor.Core/AuthJanitorService.cs:98:28:98:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10412763,"call to method DeserializeObject<AccessTokenCredential>","file:///tmp/GitClone/src/AuthJanitor.Core/AuthJanitorService.cs:260:45:260:114","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10444475,"call to method DeserializeObject<AuthJanitorAuthorizedUser>","file:///tmp/GitClone/src/AuthJanitor.Functions.AdminApi/Functions/AccessManagement.cs:32:41:32:106","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10445406,"call to method DeserializeObject<ManagedSecretViewModel>","file:///tmp/GitClone/src/AuthJanitor.Functions.AdminApi/Functions/ManagedSecrets.cs:33:31:33:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10445508,"call to method DeserializeObject<ManagedSecretViewModel>","file:///tmp/GitClone/src/AuthJanitor.Functions.AdminApi/Functions/ManagedSecrets.cs:62:31:62:95","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10446792,"call to method DeserializeObject<ResourceViewModel>","file:///tmp/GitClone/src/AuthJanitor.Functions.AdminApi/Functions/Resources.cs:34:28:34:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10446896,"call to method DeserializeObject<ResourceViewModel>","file:///tmp/GitClone/src/AuthJanitor.Functions.AdminApi/Functions/Resources.cs:66:28:66:89","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10466567,"call to method DeserializeObject<List<TStoredModel>>","file:///tmp/GitClone/src/AuthJanitor.Integrations.DataStores.AzureBlobStorage/AzureBlobStorageDataStore.cs:158:36:159:125","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10472426,"call to method DeserializeObject<List<String>>","file:///tmp/GitClone/src/AuthJanitor.Integrations.DataStores.EntityFrameworkCore/Configurations/ManagedSecretConfiguration.cs:22:26:22:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10472491,"call to method DeserializeObject<List<Guid>>","file:///tmp/GitClone/src/AuthJanitor.Integrations.DataStores.EntityFrameworkCore/Configurations/ManagedSecretConfiguration.cs:26:26:26:69","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10472957,"call to method DeserializeObject<List<ProviderWorkflowActionCollection>>","file:///tmp/GitClone/src/AuthJanitor.Integrations.DataStores.EntityFrameworkCore/Configurations/RekeyingTaskConfiguration.cs:21:26:21:97","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
10473681,"call to method DeserializeObject<List<String>>","file:///tmp/GitClone/src/AuthJanitor.Integrations.DataStores.EntityFrameworkCore/Configurations/ScheduleWindowConfiguration.cs:20:26:20:71","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
