"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
4598864,"call to method DeserializeObject<T>","file:///tmp/GitClone/src/NzbDrone.Common/Serializer/Newtonsoft.Json/Json.cs:44:24:44:81","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4598901,"call to method DeserializeObject","file:///tmp/GitClone/src/NzbDrone.Common/Serializer/Newtonsoft.Json/Json.cs:56:24:56:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4952375,"call to method DeserializeObject<CouchPotatoResponse>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/CouchPotato/CouchPotatoParser.cs:30:32:30:110","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4970751,"call to method DeserializeObject<List<TResource>>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/Radarr/RadarrV3Proxy.cs:86:27:86:90","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4971720,"call to method DeserializeObject<List<MovieResultResource>>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/RadarrList/RadarrListParser.cs:27:32:27:111","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4971768,"call to method DeserializeObject<RadarrErrors>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/RadarrList/RadarrListParser.cs:42:29:42:112","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4973399,"call to method DeserializeObject<List<MovieResource>>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/RadarrList2/IMDb/IMDbListParser.cs:43:36:43:109","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4974139,"call to method DeserializeObject<List<MovieResource>>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/RadarrList2/RadarrList2Parser.cs:24:32:24:105","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4975662,"call to method DeserializeObject<List<StevenLuResponse>>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/StevenLu/StevenLuParser.cs:29:32:29:109","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4976641,"call to method DeserializeObject<MovieSearchResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/Company/TMDbCompanyParser.cs:19:32:19:105","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4976938,"call to method DeserializeObject<MovieSearchResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/Company/TMDbCompanyRequestGenerator.cs:41:32:41:133","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4977562,"call to method DeserializeObject<MovieSearchResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/Keyword/TMDbKeywordParser.cs:19:32:19:105","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4977847,"call to method DeserializeObject<MovieSearchResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/Keyword/TMDbKeywordRequestGenerator.cs:39:32:39:133","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4978463,"call to method DeserializeObject<ListResponseResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/List/TMDbListParser.cs:19:32:19:106","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4978823,"call to method DeserializeObject<MovieSearchResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/List/TMDbListRequestGenerator.cs:41:32:41:133","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
4979468,"call to method DeserializeObject<PersonCreditsResource>","file:///tmp/GitClone/src/NzbDrone.Core/ImportLists/TMDb/Person/TMDbPersonParser.cs:26:32:26:107","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
