"ID of deserializeCall","deserializeCall","URL for deserializeCall","col1"
5582847,"call to method DeserializeObject<MatchResRecord>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Core/Builders/MatchResAggregator.cs:26:29:26:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5583128,"call to method DeserializeObject<Disposition>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Core/Builders/MatchResAggregator.cs:48:32:48:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5583300,"call to method DeserializeObject<Participant>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Core/Builders/MatchResAggregator.cs:74:24:74:77","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5583327,"call to method DeserializeObject<Participant>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Core/Builders/MatchResAggregator.cs:76:25:76:79","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5587411,"call to method DeserializeObject<AddEventRequest>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Core/Parsers/AddEventRequestParser.cs:47:27:47:84","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5588358,"call to method DeserializeObject<OrchMatchRequest>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Core/Parsers/OrchMatchRequestParser.cs:48:27:48:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5598646,"call to method DeserializeObject<AddEventRequestData>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Func.ResolutionApi/AddEventApi.cs:80:36:80:102","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5599618,"call to method DeserializeObject<AddEventRequestData>","file:///tmp/GitClone/match/src/Piipan.Match/Piipan.Match.Func.ResolutionApi/AddEventApi.cs:152:46:152:104","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5602691,"call to method DeserializeObject<ParticipantMatch>","file:///tmp/GitClone/match/tests/Piipan.Match.Api.Tests/Models/ParticipantTests.cs:15:26:15:78","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5661429,"call to method DeserializeObject","file:///tmp/GitClone/match/tests/Piipan.Match.Func.Api.Tests/ApiTests.cs:107:24:107:58","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5698807,"call to method DeserializeObject<ParticipantUpload>","file:///tmp/GitClone/metrics/src/Piipan.Metrics/Piipan.Metrics.Func.Collect/UpdateBulkUploadMetrics.cs:42:55:42:134","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5823567,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/shared/src/Piipan.Shared/Http/AuthorizedJsonApiClient.cs:70:20:70:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5823692,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/shared/src/Piipan.Shared/Http/AuthorizedJsonApiClient.cs:90:20:90:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5823771,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/shared/src/Piipan.Shared/Http/AuthorizedJsonApiClient.cs:102:20:102:80","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
5823922,"call to method DeserializeObject<TResponse>","file:///tmp/GitClone/shared/src/Piipan.Shared/Http/AuthorizedJsonApiClient.cs:120:25:120:85","Unsafe deserializer is used. Make sure the value being deserialized comes from a trusted source."
