"ID of col0","col0","URL for col0","ID of source","source","URL for source","ID of sink","sink","URL for sink","col3","ID of col4","col4","URL for col4","col5"
129688,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:56:21:56:54",4,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:54:28:54:51",32,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:56:38:56:41","Unsafe deserialization of $@.",10342,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:54:28:54:51","user input"
129777,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:75:26:75:53",3,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:74:25:74:48",33,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:75:49:75:52","Unsafe deserialization of $@.",10341,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:74:25:74:48","user input"
129902,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:106:26:106:53",2,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:100:33:100:56",34,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:106:49:106:52","Unsafe deserialization of $@.",10340,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:100:33:100:56","user input"
130018,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:122:23:122:57",1,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:120:33:120:56",35,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:122:40:122:43","Unsafe deserialization of $@.",10339,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:120:33:120:56","user input"
130068,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:129:26:129:53",0,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:128:30:128:53",36,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:129:49:129:52","Unsafe deserialization of $@.",10338,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/AuthController.java:128:30:128:53","user input"
130821,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:37:25:37:66",6,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:36:32:36:55",37,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:37:48:37:51","Unsafe deserialization of $@.",10345,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:36:32:36:55","user input"
130893,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:48:25:48:66",5,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:47:29:47:52",38,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:48:48:48:51","Unsafe deserialization of $@.",10344,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OfficeController.java:47:29:47:52","user input"
131057,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:38:27:38:73",8,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:37:29:37:52",39,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:38:50:38:53","Unsafe deserialization of $@.",10355,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:37:29:37:52","user input"
131185,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:67:29:67:75",7,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:66:31:66:54",40,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:67:52:67:55","Unsafe deserialization of $@.",10354,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/OrderController.java:66:31:66:54","user input"
131587,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/UserController.java:46:29:46:72",9,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/UserController.java:45:31:45:54",41,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/UserController.java:46:52:46:55","Unsafe deserialization of $@.",10359,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/UserController.java:45:31:45:54","user input"
132629,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:34:37:34:84",11,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:33:33:33:56",42,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:34:60:34:63","Unsafe deserialization of $@.",10362,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:33:33:33:56","user input"
132754,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:57:32:57:79",10,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:56:30:56:53",43,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:57:55:57:58","Unsafe deserialization of $@.",10360,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleClassController.java:56:30:56:53","user input"
132930,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:42:26:42:53",14,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:41:38:41:61",44,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:42:49:42:52","Unsafe deserialization of $@.",10372,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:41:38:41:61","user input"
133549,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:64:27:64:69",13,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:63:33:63:56",45,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:64:50:64:53","Unsafe deserialization of $@.",10368,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:63:33:63:56","user input"
133674,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:87:27:87:69",12,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:86:30:86:53",46,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:87:50:87:53","Unsafe deserialization of $@.",10366,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/VehicleController.java:86:30:86:53","user input"
133830,"parseObject(...)","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/paymentController.java:43:26:43:53",15,"body : String","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/paymentController.java:42:30:42:53",47,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/paymentController.java:43:49:43:52","Unsafe deserialization of $@.",10373,"body","file:///tmp/GitClone/src/main/java/com/db/herviz/controller/paymentController.java:42:30:42:53","user input"
