"ID of sink","sink","URL for sink","ID of source","source","URL for source","ID of sink","sink","URL for sink","col3","ID of regexp","regexp","URL for regexp","col5","ID of col6","col6","URL for col6","col7"
1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61",22,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78",1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61","This $@ that depends on $@ may run slow on strings starting with '[' and with many repetitions of '[a'.",1615,".*?","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:21:65:21:67","regular expression",1346793,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78","a user-provided value"
1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61",22,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78",1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61","This $@ that depends on $@ may run slow on strings starting with '[ TO ' and with many repetitions of ' TO '.",1616,".*?","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:21:72:21:74","regular expression",1346793,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78","a user-provided value"
1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61",23,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:140:51:140:82",1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61","This $@ that depends on $@ may run slow on strings starting with '[' and with many repetitions of '[a'.",1615,".*?","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:21:65:21:67","regular expression",1346802,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:140:51:140:82","a user-provided value"
1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61",23,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:140:51:140:82",1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61","This $@ that depends on $@ may run slow on strings starting with '[ TO ' and with many repetitions of ' TO '.",1616,".*?","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:21:72:21:74","regular expression",1346802,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:140:51:140:82","a user-provided value"
1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61",24,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:111:37:111:68",1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61","This $@ that depends on $@ may run slow on strings starting with '[' and with many repetitions of '[a'.",1615,".*?","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:21:65:21:67","regular expression",1346808,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:111:37:111:68","a user-provided value"
1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61",24,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:111:37:111:68",1739,"filterQuery","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:65:51:65:61","This $@ that depends on $@ may run slow on strings starting with '[ TO ' and with many repetitions of ' TO '.",1616,".*?","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/FacetYearRange.java:21:72:21:74","regular expression",1346808,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:111:37:111:68","a user-provided value"
1740,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:22:1272:26",22,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78",1740,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:22:1272:26","This $@ that depends on $@ may run slow on strings starting with '[TO' and with many repetitions of 'TO'.",1618,".*","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:44:1272:45","regular expression",1346793,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78","a user-provided value"
1740,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:22:1272:26",23,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:140:51:140:82",1740,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:22:1272:26","This $@ that depends on $@ may run slow on strings starting with '[TO' and with many repetitions of 'TO'.",1618,".*","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:44:1272:45","regular expression",1346802,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:140:51:140:82","a user-provided value"
1740,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:22:1272:26",24,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:111:37:111:68",1740,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:22:1272:26","This $@ that depends on $@ may run slow on strings starting with '[TO' and with many repetitions of 'TO'.",1618,".*","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1272:44:1272:45","regular expression",1346808,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:111:37:111:68","a user-provided value"
1742,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1285:22:1285:26",22,"searchFilters : List","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78",1742,"value","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1285:22:1285:26","This $@ that depends on $@ may run slow on strings starting with '[TO' and with many repetitions of 'TO'.",1622,".*","file:///tmp/GitClone/dspace-api/src/main/java/org/dspace/discovery/SolrServiceImpl.java:1285:44:1285:45","regular expression",1346793,"searchFilters","file:///tmp/GitClone/dspace-server-webapp/src/main/java/org/dspace/app/rest/DiscoveryRestController.java:199:47:199:78","a user-provided value"
