"ID of sink","sink","URL for sink","ID of source","source","URL for source","ID of sink","sink","URL for sink","col3","ID of regexp","regexp","URL for regexp","col5","ID of col6","col6","URL for col6","col7"
35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49","This $@ that depends on $@ may run slow on strings with many repetitions of '\t'.",41701,"\s+","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:74:80:77","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49",2,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:324:41:324:59",35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49","This $@ that depends on $@ may run slow on strings with many repetitions of '\t'.",41701,"\s+","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:74:80:77","regular expression",317125,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:324:41:324:59","a user-provided value"
35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49",3,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:391:38:391:70",35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49","This $@ that depends on $@ may run slow on strings with many repetitions of '\t'.",41701,"\s+","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:74:80:77","regular expression",317339,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:391:38:391:70","a user-provided value"
35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49",4,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:447:38:447:70",35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49","This $@ that depends on $@ may run slow on strings with many repetitions of '\t'.",41701,"\s+","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:74:80:77","regular expression",317562,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:447:38:447:70","a user-provided value"
35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49",5,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:496:38:496:70",35198,"query","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:45:80:49","This $@ that depends on $@ may run slow on strings with many repetitions of '\t'.",41701,"\s+","file:///tmp/GitClone/structr-core/src/main/java/org/structr/core/graph/NativeQueryCommand.java:80:74:80:77","regular expression",317726,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:496:38:496:70","a user-provided value"
35211,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:118:32:118:37",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35211,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:118:32:118:37","This $@ that depends on $@ may run slow on strings starting with 'cannot be applied to given types;' and with many repetitions of 'cannot be applied to given types;'.",41742,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:39:94:39:95","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35212,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:145:33:145:38",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35212,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:145:33:145:38","This $@ that depends on $@ may run slow on strings starting with 'cannot find symbol' and with many repetitions of 'cannot find symbol'.",41744,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:40:79:40:80","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35212,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:145:33:145:38",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35212,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:145:33:145:38","This $@ that depends on $@ may run slow on strings starting with 'cannot find symbolvariable ctx' and with many repetitions of 'variable ctx'.",41745,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveExportedMethodsWithoutSecurityContext.java:40:93:40:94","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35213,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveFileSetPropertiesMethodWithoutParameters.java:52:53:52:58",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35213,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveFileSetPropertiesMethodWithoutParameters.java:52:53:52:58","This $@ that depends on $@ may run slow on strings starting with 'cannot find symbolsymbol:   variable arg2' and with many repetitions of 'symbol:   variable arg2'.",41747,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveFileSetPropertiesMethodWithoutParameters.java:39:104:39:105","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35216,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveTypesWithNonExistentPackages.java:49:44:49:49",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35216,"detail","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveTypesWithNonExistentPackages.java:49:44:49:49","This $@ that depends on $@ may run slow on strings starting with 'package  does not exist' and with many repetitions of ' does not exist'.",41753,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/compiler/RemoveTypesWithNonExistentPackages.java:36:83:36:84","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35225,"source","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/parser/StringBasedPropertyDefinition.java:69:13:69:18",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35225,"source","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/parser/StringBasedPropertyDefinition.java:69:13:69:18","This $@ that depends on $@ may run slow on strings starting with '(' and with many repetitions of '('.",41771,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/parser/StringBasedPropertyDefinition.java:69:37:69:38","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35226,"source","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/parser/StringBasedPropertyDefinition.java:91:13:91:18",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35226,"source","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/parser/StringBasedPropertyDefinition.java:91:13:91:18","This $@ that depends on $@ may run slow on strings starting with '[' and with many repetitions of '['.",41772,".*","file:///tmp/GitClone/structr-core/src/main/java/org/structr/schema/parser/StringBasedPropertyDefinition.java:91:37:91:38","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35231,"toString(...)","file:///tmp/GitClone/structr-ui/src/main/java/org/structr/web/function/StripHtmlFunction.java:48:11:48:31",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35231,"toString(...)","file:///tmp/GitClone/structr-ui/src/main/java/org/structr/web/function/StripHtmlFunction.java:48:11:48:31","This $@ that depends on $@ may run slow on strings starting with '<' and with many repetitions of '<'.",41862,".*?","file:///tmp/GitClone/structr-ui/src/main/java/org/structr/web/function/StripHtmlFunction.java:48:48:48:50","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
35232,"code","file:///tmp/GitClone/structr-ui/src/main/java/org/structr/web/importer/Importer.java:215:12:215:15",1,"getContent(...) : InputStream","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59",35232,"code","file:///tmp/GitClone/structr-ui/src/main/java/org/structr/web/importer/Importer.java:215:12:215:15","This $@ that depends on $@ may run slow on strings starting with '<br' and with many repetitions of '<br='.",41863,"[^>]*","file:///tmp/GitClone/structr-ui/src/main/java/org/structr/web/importer/Importer.java:215:125:215:129","regular expression",316796,"getContent(...)","file:///tmp/GitClone/structr-rest/src/main/java/org/structr/rest/common/HttpHelper.java:229:31:229:59","a user-provided value"
