"ID of bw","bw","URL for bw","col1"
21968,"word","file:///tmp/GitClone/main.c:80:33:80:36","This 'fscanf string argument' operation requires 1025 bytes but the destination is only 255 bytes."
22212,"word","file:///tmp/GitClone/main.c:96:34:96:37","This 'fscanf string argument' operation requires 1025 bytes but the destination is only 255 bytes."
