"ID of bw","bw","URL for bw","col1"
602212,"call to strcpy","file:///tmp/GitClone/sis/astg/bwd_lp.c:794:3:794:8","This 'call to strcpy' operation requires 21 bytes but the destination is only 20 bytes."
602260,"call to strcpy","file:///tmp/GitClone/sis/astg/bwd_lp.c:800:3:800:8","This 'call to strcpy' operation requires 21 bytes but the destination is only 20 bytes."
