"ID of bw","bw","URL for bw","col1"
14960,"ricerca","file:///tmp/GitClone/gestione_cpu.c:362:36:362:42","This 'scanf string argument' operation requires 7 bytes but the destination is only 6 bytes."
17564,"stringa","file:///tmp/GitClone/gestione_cpu.c:157:44:157:50","This 'scanf string argument' operation requires 7 bytes but the destination is only 6 bytes."
