"ID of bw","bw","URL for bw","col1"
237,"name","file:///tmp/GitClone/contact_input.c:49:34:49:37","This 'fscanf string argument' operation requires 51 bytes but the destination is only 50 bytes."
265,"phone_number","file:///tmp/GitClone/contact_input.c:49:69:49:80","This 'fscanf string argument' operation requires 21 bytes but the destination is only 20 bytes."
