"ID of bw","bw","URL for bw","col1"
252150,"& ...","file:///tmp/GitClone/src/eid/eid8k.c:205:3:205:77","This 'scanf string argument' operation requires 2 bytes but the destination is only 1 bytes."
913798,"& ...","file:///tmp/GitClone/src/unsup/oper.c:412:3:412:64","This 'scanf string argument' operation requires 2 bytes but the destination is only 1 bytes."
